count,storyText,instructText,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,order of stories,order of perspectives,story_presses.keys,story_presses.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,frameRate,
0,43,,0,0,0,0,0,0,0,0,,,,,,,,,[43 31 24 13 34 42 12 21 32 44 33 14 23 22 11 41],"['Social' 'Social' 'Social' 'Location' 'Location' 'Location' 'Social'
 'Location' 'Location' 'Location' 'Social' 'Social' 'Location' 'Social'
 'Location' 'Social']",1,1.3666899650124833,,,,001,2019_Jan_15_1148,body_behavioural,60.52737321233006,
0,Grocery Shopping Meet Cute,,0,0,0,0,0,1,1,1,,,,,,,,,,,9,1.0026558201061562,,,,001,2019_Jan_15_1148,body_behavioural,60.52737321233006,
0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,001,2019_Jan_15_1148,body_behavioural,60.52737321233006,
1,31,,0,1,1,1,0,0,0,0,,,,,,,,,,,1,1.1021792469546199,,,,001,2019_Jan_15_1148,body_behavioural,60.52737321233006,
1,Restaurant Business Deal,,0,1,1,1,0,1,1,1,,,,,,,,,,,9,0.06726053496822715,,,,001,2019_Jan_15_1148,body_behavioural,60.52737321233006,
1,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,001,2019_Jan_15_1148,body_behavioural,60.52737321233006,
,,The next part of the experiment is to recall each story to the best of your ability.,,,,,,,,,0,0,0,0,,,,,,,,,space,0.7018147379858419,,001,2019_Jan_15_1148,body_behavioural,60.52737321233006,
,,"You will be presented with the story title, names, the images, and a blank text box for each story.",,,,,,,,,0,1,1,1,,,,,,,,,space,0.28568519197870046,,001,2019_Jan_15_1148,body_behavioural,60.52737321233006,
,,Describe the story with as many details as you can remember in the space provided. ,,,,,,,,,0,2,2,2,,,,,,,,,space,0.28428812604397535,,001,2019_Jan_15_1148,body_behavioural,60.52737321233006,
,,"When you are finished recalling one story, to move onto the next one hit ‘return’. ",,,,,,,,,0,3,3,3,,,,,,,,,space,0.3014612370170653,,001,2019_Jan_15_1148,body_behavioural,60.52737321233006,
,,There is no time limit for your responses. ,,,,,,,,,0,4,4,4,,,,,,,,,space,0.40140883601270616,,001,2019_Jan_15_1148,body_behavioural,60.52737321233006,
